arquivo,rotulos_aceitos,observacao
n03417042_43.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11511.JPEG
n03417042_44.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11552.JPEG
n03417042_45.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11602.JPEG
n03417042_46.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11611.JPEG
n03417042_47.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1182.JPEG
n03417042_48.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11871.JPEG
n03417042_49.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12002.JPEG
n03417042_50.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12031.JPEG
n03417042_51.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12050.JPEG
n03417042_52.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1211.JPEG
n03417042_53.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12170.JPEG
n03417042_54.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12190.JPEG
n03417042_55.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12232.JPEG
n03417042_56.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12291.JPEG
n03417042_57.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12300.JPEG
n03417042_58.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12322.JPEG
n03417042_59.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12400.JPEG
n03417042_60.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12531.JPEG
n03417042_61.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12560.JPEG
n03417042_62.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12601.JPEG
n03417042_63.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1262.JPEG
n03417042_64.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1271.JPEG
n03417042_65.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12711.JPEG
n03417042_66.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_12790.JPEG
n03417042_67.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1280.JPEG
n03417042_68.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1282.JPEG
n03417042_69.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_130.JPEG
n03417042_70.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1311.JPEG
n03417042_71.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_13151.JPEG
n03417042_72.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1330.JPEG
n03417042_73.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1332.JPEG
n03417042_74.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_13651.JPEG
n03417042_75.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_13871.JPEG
n03417042_76.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_14000.JPEG
n03417042_77.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_14261.JPEG
n03417042_78.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_14381.JPEG
n03417042_79.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_14500.JPEG
n03417042_80.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_14690.JPEG
n03417042_81.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_14712.JPEG
n03417042_82.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_14861.JPEG
n03417042_83.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1492.JPEG
n03417042_84.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_152.JPEG
n03417042_85.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_15482.JPEG
n03417042_86.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_15592.JPEG
n03417042_87.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1561.JPEG
n03417042_88.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_15970.JPEG
n03417042_89.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_16000.JPEG
n03417042_90.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1601.JPEG
n03417042_91.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1611.JPEG
n03417042_92.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1631.JPEG
n03417042_93.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_16370.JPEG
n03417042_94.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1651.JPEG
n03417042_95.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_16871.JPEG
n03417042_96.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_17142.JPEG
n03417042_97.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_17470.JPEG
n03417042_98.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1770.JPEG
n03417042_99.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_17862.JPEG
n03417042_100.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1790.JPEG
n03425413_01.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00000732.JPEG
n03425413_02.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00001432.JPEG
n03425413_03.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00004452.JPEG
n03425413_04.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00004860.JPEG
n03425413_05.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00007471.JPEG
n03425413_06.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00009821.JPEG
n03425413_07.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00017350.JPEG
n03425413_08.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00020951.JPEG
n03425413_09.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00022252.JPEG
n03425413_10.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00031412.JPEG
n03425413_11.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00032250.JPEG
n03425413_12.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00035211.JPEG
n03425413_13.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00035242.JPEG
n03425413_14.JPEG,gas_pump,Imagenette val/n03425413/ILSVRC2012_val_00044370.JPEG
n03425413_15.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10022.JPEG
n03425413_16.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10251.JPEG
n03425413_17.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10350.JPEG
n03425413_18.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10410.JPEG
n03425413_19.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10450.JPEG
n03425413_20.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10572.JPEG
n03425413_21.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10621.JPEG
n03425413_22.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10771.JPEG
n03425413_23.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10792.JPEG
n03425413_24.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10882.JPEG
n03425413_25.JPEG,gas_pump,Imagenette val/n03425413/n03425413_10942.JPEG
n03425413_26.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11061.JPEG
n03425413_27.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11092.JPEG
n03425413_28.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11102.JPEG
n03425413_29.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11161.JPEG
n03425413_30.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11180.JPEG
n03425413_31.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11311.JPEG
n03425413_32.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11370.JPEG
n03425413_33.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11460.JPEG
n03425413_34.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11470.JPEG
n03425413_35.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11592.JPEG
n03425413_36.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11650.JPEG
n03425413_37.JPEG,gas_pump,Imagenette val/n03425413/n03425413_1172.JPEG
n03425413_38.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11731.JPEG
n03425413_39.JPEG,gas_pump,Imagenette val/n03425413/n03425413_11910.JPEG
n03425413_40.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12092.JPEG
n03425413_41.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12270.JPEG
n03425413_42.JPEG,gas_pump,Imagenette val/n03425413/n03425413_1242.JPEG
n03425413_43.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12672.JPEG
n03425413_44.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12701.JPEG
n03425413_45.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12710.JPEG
n03425413_46.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12711.JPEG
n03425413_47.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12712.JPEG
n03425413_48.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12722.JPEG
n03425413_49.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12761.JPEG
n03425413_50.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12861.JPEG
n03425413_51.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12921.JPEG
n03425413_52.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12951.JPEG
n03425413_53.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12962.JPEG
n03425413_54.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12980.JPEG
n03425413_55.JPEG,gas_pump,Imagenette val/n03425413/n03425413_12982.JPEG
n03425413_56.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13012.JPEG
n03425413_57.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13060.JPEG
n03425413_58.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13072.JPEG
n03425413_59.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13080.JPEG
n03425413_60.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13100.JPEG
n03425413_61.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13120.JPEG
n03425413_62.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13170.JPEG
n03425413_63.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13180.JPEG
n03425413_64.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13200.JPEG
n03425413_65.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13230.JPEG
n03425413_66.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13231.JPEG
n03425413_67.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13232.JPEG
n03425413_68.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13270.JPEG
n03425413_69.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13381.JPEG
n03425413_70.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13382.JPEG
n03425413_71.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13390.JPEG
n03425413_72.JPEG,gas_pump,Imagenette val/n03425413/n03425413_1342.JPEG
n03425413_73.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13502.JPEG
n03425413_74.JPEG,gas_pump,Imagenette val/n03425413/n03425413_1351.JPEG
n03425413_75.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13572.JPEG
n03425413_76.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13581.JPEG
n03425413_77.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13582.JPEG
n03425413_78.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13600.JPEG
n03425413_79.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13620.JPEG
n03425413_80.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13642.JPEG
n03425413_81.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13672.JPEG
n03425413_82.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13702.JPEG
n03425413_83.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13741.JPEG
n03425413_84.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13751.JPEG
n03425413_85.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13752.JPEG
n03425413_86.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13770.JPEG
n03425413_87.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13772.JPEG
n03425413_88.JPEG,gas_pump,Imagenette val/n03425413/n03425413_1381.JPEG
n03425413_89.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13811.JPEG
n03425413_90.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13821.JPEG
n03425413_91.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13831.JPEG
n03425413_92.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13862.JPEG
n03425413_93.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13922.JPEG
n03425413_94.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13970.JPEG
n03425413_95.JPEG,gas_pump,Imagenette val/n03425413/n03425413_13971.JPEG
n03425413_96.JPEG,gas_pump,Imagenette val/n03425413/n03425413_1400.JPEG
n03425413_97.JPEG,gas_pump,Imagenette val/n03425413/n03425413_14012.JPEG
n03425413_98.JPEG,gas_pump,Imagenette val/n03425413/n03425413_14030.JPEG
n03425413_99.JPEG,gas_pump,Imagenette val/n03425413/n03425413_14040.JPEG
n03425413_100.JPEG,gas_pump,Imagenette val/n03425413/n03425413_14081.JPEG
n03445777_01.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00008161.JPEG
n03445777_02.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00009902.JPEG
n03445777_03.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00011431.JPEG
n03445777_04.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00011581.JPEG
n03445777_05.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00014102.JPEG
n03445777_06.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00020502.JPEG
n03445777_07.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00020781.JPEG
n03445777_08.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00022792.JPEG
n03445777_09.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00025591.JPEG
n03445777_10.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00036171.JPEG
n03445777_11.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00038790.JPEG
n03445777_12.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00041672.JPEG
n03445777_13.JPEG,golf_ball,Imagenette val/n03445777/ILSVRC2012_val_00042350.JPEG
n03445777_14.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1002.JPEG
n03445777_15.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10030.JPEG
n03445777_16.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10042.JPEG
n03445777_17.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10071.JPEG
n03445777_18.JPEG,golf_ball,Imagenette val/n03445777/n03445777_101.JPEG
n03445777_19.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10141.JPEG
n03445777_20.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10401.JPEG
n03445777_21.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10410.JPEG
n03445777_22.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10442.JPEG
n03445777_23.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10520.JPEG
n03445777_24.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10550.JPEG
n03445777_25.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10560.JPEG
n03445777_26.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10581.JPEG
n03445777_27.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10592.JPEG
n03445777_28.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10622.JPEG
n03445777_29.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10632.JPEG
n03445777_30.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10671.JPEG
n03445777_31.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1072.JPEG
n03445777_32.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10721.JPEG
n03445777_33.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10750.JPEG
n03445777_34.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10760.JPEG
n03445777_35.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10762.JPEG
n03445777_36.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10782.JPEG
n03445777_37.JPEG,golf_ball,Imagenette val/n03445777/n03445777_10862.JPEG
n03445777_38.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1091.JPEG
n03445777_39.JPEG,golf_ball,Imagenette val/n03445777/n03445777_110.JPEG
n03445777_40.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11011.JPEG
n03445777_41.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11122.JPEG
n03445777_42.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11150.JPEG
n03445777_43.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11162.JPEG
n03445777_44.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11171.JPEG
n03445777_45.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1132.JPEG
n03445777_46.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11401.JPEG
n03445777_47.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11481.JPEG
n03445777_48.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1152.JPEG
n03445777_49.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11642.JPEG
n03445777_50.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11690.JPEG
n03445777_51.JPEG,golf_ball,Imagenette val/n03445777/n03445777_11822.JPEG
n03445777_52.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12030.JPEG
n03445777_53.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12172.JPEG
n03445777_54.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12202.JPEG
n03445777_55.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12262.JPEG
n03445777_56.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12480.JPEG
n03445777_57.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12490.JPEG
n03445777_58.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12500.JPEG
n03445777_59.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1252.JPEG
n03445777_60.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12640.JPEG
n03445777_61.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12772.JPEG
n03445777_62.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1281.JPEG
n03445777_63.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12830.JPEG
n03445777_64.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12862.JPEG
n03445777_65.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12882.JPEG
n03445777_66.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1291.JPEG
n03445777_67.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1292.JPEG
n03445777_68.JPEG,golf_ball,Imagenette val/n03445777/n03445777_12920.JPEG
n03445777_69.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13011.JPEG
n03445777_70.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1311.JPEG
n03445777_71.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13161.JPEG
n03445777_72.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13311.JPEG
n03445777_73.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13462.JPEG
n03445777_74.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13480.JPEG
n03445777_75.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13490.JPEG
n03445777_76.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13570.JPEG
n03445777_77.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13640.JPEG
n03445777_78.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13671.JPEG
n03445777_79.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13672.JPEG
n03445777_80.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13680.JPEG
n03445777_81.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13831.JPEG
n03445777_82.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1390.JPEG
n03445777_83.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13911.JPEG
n03445777_84.JPEG,golf_ball,Imagenette val/n03445777/n03445777_13960.JPEG
n03445777_85.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1401.JPEG
n03445777_86.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14051.JPEG
n03445777_87.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14112.JPEG
n03445777_88.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14232.JPEG
n03445777_89.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14281.JPEG
n03445777_90.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14301.JPEG
n03445777_91.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14362.JPEG
n03445777_92.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14381.JPEG
n03445777_93.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1452.JPEG
n03445777_94.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14531.JPEG
n03445777_95.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1460.JPEG
n03445777_96.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14720.JPEG
n03445777_97.JPEG,golf_ball,Imagenette val/n03445777/n03445777_14731.JPEG
n03445777_98.JPEG,golf_ball,Imagenette val/n03445777/n03445777_1482.JPEG
n03445777_99.JPEG,golf_ball,Imagenette val/n03445777/n03445777_15110.JPEG
n03445777_100.JPEG,golf_ball,Imagenette val/n03445777/n03445777_15131.JPEG
n03888257_01.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00001440.JPEG
n03888257_02.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00002990.JPEG
n03888257_03.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00006561.JPEG
n03888257_04.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00009370.JPEG
n03888257_05.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00010460.JPEG
n03888257_06.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00014381.JPEG
n03888257_07.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00017020.JPEG
n03888257_08.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00024340.JPEG
n03888257_09.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00025121.JPEG
n03888257_10.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00032482.JPEG
n03888257_11.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00037770.JPEG
n03888257_12.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00038942.JPEG
n03888257_13.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00042262.JPEG
n03888257_14.JPEG,parachute,Imagenette val/n03888257/ILSVRC2012_val_00044850.JPEG
n03888257_15.JPEG,parachute,Imagenette val/n03888257/n03888257_10050.JPEG
n03888257_16.JPEG,parachute,Imagenette val/n03888257/n03888257_10092.JPEG
n03888257_17.JPEG,parachute,Imagenette val/n03888257/n03888257_10210.JPEG
n03888257_18.JPEG,parachute,Imagenette val/n03888257/n03888257_10271.JPEG
n03888257_19.JPEG,parachute,Imagenette val/n03888257/n03888257_10341.JPEG
n03888257_20.JPEG,parachute,Imagenette val/n03888257/n03888257_10380.JPEG
n03888257_21.JPEG,parachute,Imagenette val/n03888257/n03888257_10402.JPEG
n03888257_22.JPEG,parachute,Imagenette val/n03888257/n03888257_10661.JPEG
n03888257_23.JPEG,parachute,Imagenette val/n03888257/n03888257_10680.JPEG
n03888257_24.JPEG,parachute,Imagenette val/n03888257/n03888257_10721.JPEG
n03888257_25.JPEG,parachute,Imagenette val/n03888257/n03888257_10892.JPEG
n03888257_26.JPEG,parachute,Imagenette val/n03888257/n03888257_10980.JPEG
n03888257_27.JPEG,parachute,Imagenette val/n03888257/n03888257_1100.JPEG
n03888257_28.JPEG,parachute,Imagenette val/n03888257/n03888257_11042.JPEG
n03888257_29.JPEG,parachute,Imagenette val/n03888257/n03888257_11081.JPEG
n03888257_30.JPEG,parachute,Imagenette val/n03888257/n03888257_11210.JPEG
n03888257_31.JPEG,parachute,Imagenette val/n03888257/n03888257_11222.JPEG
n03888257_32.JPEG,parachute,Imagenette val/n03888257/n03888257_11282.JPEG
n03888257_33.JPEG,parachute,Imagenette val/n03888257/n03888257_11450.JPEG
n03888257_34.JPEG,parachute,Imagenette val/n03888257/n03888257_11452.JPEG
n03888257_35.JPEG,parachute,Imagenette val/n03888257/n03888257_11491.JPEG
n03888257_36.JPEG,parachute,Imagenette val/n03888257/n03888257_11561.JPEG
n03888257_37.JPEG,parachute,Imagenette val/n03888257/n03888257_11580.JPEG
n03888257_38.JPEG,parachute,Imagenette val/n03888257/n03888257_1171.JPEG
n03888257_39.JPEG,parachute,Imagenette val/n03888257/n03888257_11730.JPEG
n03888257_40.JPEG,parachute,Imagenette val/n03888257/n03888257_11802.JPEG
n03888257_41.JPEG,parachute,Imagenette val/n03888257/n03888257_11901.JPEG
n03888257_42.JPEG,parachute,Imagenette val/n03888257/n03888257_11912.JPEG
n03888257_43.JPEG,parachute,Imagenette val/n03888257/n03888257_11931.JPEG
n03888257_44.JPEG,parachute,Imagenette val/n03888257/n03888257_12.JPEG
n03888257_45.JPEG,parachute,Imagenette val/n03888257/n03888257_12070.JPEG
n03888257_46.JPEG,parachute,Imagenette val/n03888257/n03888257_121.JPEG
n03888257_47.JPEG,parachute,Imagenette val/n03888257/n03888257_12212.JPEG
n03888257_48.JPEG,parachute,Imagenette val/n03888257/n03888257_1222.JPEG
n03888257_49.JPEG,parachute,Imagenette val/n03888257/n03888257_12301.JPEG
n03888257_50.JPEG,parachute,Imagenette val/n03888257/n03888257_12331.JPEG
n03888257_51.JPEG,parachute,Imagenette val/n03888257/n03888257_12400.JPEG
n03888257_52.JPEG,parachute,Imagenette val/n03888257/n03888257_12401.JPEG
n03888257_53.JPEG,parachute,Imagenette val/n03888257/n03888257_12491.JPEG
n03888257_54.JPEG,parachute,Imagenette val/n03888257/n03888257_12501.JPEG
n03888257_55.JPEG,parachute,Imagenette val/n03888257/n03888257_1251.JPEG
n03888257_56.JPEG,parachute,Imagenette val/n03888257/n03888257_12560.JPEG
n03888257_57.JPEG,parachute,Imagenette val/n03888257/n03888257_12641.JPEG
n03888257_58.JPEG,parachute,Imagenette val/n03888257/n03888257_12752.JPEG
n03888257_59.JPEG,parachute,Imagenette val/n03888257/n03888257_12801.JPEG
n03888257_60.JPEG,parachute,Imagenette val/n03888257/n03888257_12811.JPEG
n03888257_61.JPEG,parachute,Imagenette val/n03888257/n03888257_12831.JPEG
n03888257_62.JPEG,parachute,Imagenette val/n03888257/n03888257_12842.JPEG
